match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version,tournament
3869321,2022-12-09,19:00:00.000,2,2,available,available,2025-09-04T17:24:28.888436,2025-09-07T08:42:38.594465,5,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,941,Netherlands,male,,160,Netherlands,779,Argentina,male,,11,Argentina,11,Quarter-finals,1001114,Lusail Stadium,185,Qatar,180.0,Antonio Miguel Mateu Lahoz,214.0,Spain,Louis van Gaal,Lionel Sebastián Scaloni,788,Louis van Gaal,,1951-08-08,160,Netherlands,5677,Lionel Sebastián Scaloni,,1978-05-16,11,Argentina,1.1.0,2,2,World Cup 2022
3857292,2022-12-01,19:00:00.000,2,4,available,available,2026-05-04T01:45:05.896715,2026-05-04T01:50:55.648198,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,795,Costa Rica,male,E,54,Costa Rica,770,Germany,male,E,85,Germany,10,Group Stage,1001113,Al Bayt Stadium,185,Qatar,128.0,Stéphanie Frappart,78.0,France,Luis Fernando Suárez Guzman,Hans-Dieter Flick,3094,Luis Fernando Suárez Guzman,Luis Fernando Suárez,1959-12-23,49,Colombia,3371,Hans-Dieter Flick,,1965-02-24,85,Germany,1.1.0,2,2,World Cup 2022
3857295,2022-11-27,10:00:00.000,0,1,available,available,2026-05-04T01:46:01.531091,2026-05-04T01:48:37.076540,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,778,Japan,male,E,114,Japan,795,Costa Rica,male,E,54,Costa Rica,10,Group Stage,1000793,Ahmad bin Ali Stadium,185,Qatar,1.0,Michael Oliver,68.0,England,Hajime Moriyasu,Luis Fernando Suárez Guzman,5699,Hajime Moriyasu,,1968-08-23,114,Japan,3094,Luis Fernando Suárez Guzman,Luis Fernando Suárez,1959-12-23,49,Colombia,1.1.0,2,2,World Cup 2022
3869685,2022-12-18,17:00:00.000,3,3,available,available,2024-12-16T10:15:11.055845,2024-12-16T10:21:13.710934,7,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,,11,Argentina,771,France,male,,78,France,26,Final,1001114,Lusail Stadium,185,Qatar,367.0,Szymon Marciniak,182.0,Poland,Lionel Sebastián Scaloni,Didier Deschamps,5677,Lionel Sebastián Scaloni,,1978-05-16,11,Argentina,545,Didier Deschamps,,1968-10-15,78,France,1.1.0,2,2,World Cup 2022
3869684,2022-12-17,17:00:00.000,2,1,available,available,2024-02-13T13:43:25.154307,2024-02-13T13:44:03.865296,7,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,785,Croatia,male,,56,Croatia,788,Morocco,male,,154,Morocco,25,3rd Place Final,1000253,Sheikh Khalifa International Stadium,185,Qatar,2521.0,Abdulrahman Ibrahim Al Jassim,185.0,Qatar,Zlatko Dalić,Walid Regragui,307,Zlatko Dalić,,1966-10-26,56,Croatia,1000518,Walid Regragui,,1975-09-23,154,Morocco,1.1.0,2,2,World Cup 2022
3857256,2022-12-02,19:00:00.000,2,3,available,available,2026-05-03T16:13:42.681786,2026-05-03T16:15:23.898987,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,786,Serbia,male,G,203,Serbia,773,Switzerland,male,G,221,Switzerland,10,Group Stage,1001115,Stadium 974,185,Qatar,1121.0,Fernando Andrés Rapallini,11.0,Argentina,Dragan Stojković,Murat Yakin,5908,Dragan Stojković,,1965-03-03,203,Serbia,2832,Murat Yakin,,1974-09-15,221,Switzerland,1.1.0,2,2,World Cup 2022
3869151,2022-12-03,21:00:00.000,2,1,available,available,2023-10-15T16:39:52.237396,2023-10-15T17:09:05.163199,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,,11,Argentina,792,Australia,male,,14,Australia,33,Round of 16,1000793,Ahmad bin Ali Stadium,185,Qatar,367.0,Szymon Marciniak,182.0,Poland,Lionel Sebastián Scaloni,Graham James Arnold,5677,Lionel Sebastián Scaloni,,1978-05-16,11,Argentina,5696,Graham James Arnold,,1963-08-03,14,Australia,1.1.0,2,2,World Cup 2022
3857257,2022-11-30,15:00:00.000,1,0,available,available,2026-05-04T01:41:43.045239,2026-05-04T01:43:36.058958,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,792,Australia,male,D,14,Australia,776,Denmark,male,D,61,Denmark,10,Group Stage,117897,Al Janoub Stadium   ,185,Qatar,2311.0,Mustapha Ghorbal,4.0,Algeria,Graham James Arnold,Kasper Hjulmand,5696,Graham James Arnold,,1963-08-03,14,Australia,255,Kasper Hjulmand,,1972-04-09,61,Denmark,1.1.0,2,2,World Cup 2022
3857258,2022-11-24,19:00:00.000,2,0,available,available,2026-05-03T15:37:32.723849,2026-05-03T15:40:04.875373,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,781,Brazil,male,G,31,Brazil,786,Serbia,male,G,203,Serbia,10,Group Stage,1001114,Lusail Stadium,185,Qatar,741.0,Alireza Faghani,14.0,Australia,Adenor Leonardo Bacchi,Dragan Stojković,547,Adenor Leonardo Bacchi,Tite,1961-05-25,31,Brazil,5908,Dragan Stojković,,1965-03-03,203,Serbia,1.1.0,2,2,World Cup 2022
3857288,2022-11-26,10:00:00.000,0,1,available,available,2026-05-03T16:06:07.859490,2026-05-03T16:07:08.163738,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,777,Tunisia,male,D,232,Tunisia,792,Australia,male,D,14,Australia,10,Group Stage,117897,Al Janoub Stadium   ,185,Qatar,225.0,Daniel Siebert,85.0,Germany,Jalel Kadri,Graham James Arnold,1001303,Jalel Kadri,,,232,Tunisia,5696,Graham James Arnold,,1963-08-03,14,Australia,1.1.0,2,2,World Cup 2022
3857267,2022-11-29,15:00:00.000,1,2,available,available,2026-05-04T01:48:57.914346,2026-05-04T01:53:40.309717,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,3565,Ecuador,male,A,65,Ecuador,787,Senegal,male,A,202,Senegal,10,Group Stage,1000253,Sheikh Khalifa International Stadium,185,Qatar,76.0,Clément Turpin,78.0,France,Gustavo Julio Alfaro,Aliou Cissé,2881,Gustavo Julio Alfaro,Gustavo Alfaro,1962-08-14,11,Argentina,635,Aliou Cissé,,1976-03-24,202,Senegal,1.1.0,2,2,World Cup 2022
3857287,2022-11-24,13:00:00.000,0,0,available,available,2026-05-03T16:10:31.253448,2026-05-03T16:16:14.386741,1,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,783,Uruguay,male,H,242,Uruguay,791,South Korea,male,H,121,Korea (South),10,Group Stage,94425,Education City Stadium ,185,Qatar,76.0,Clément Turpin,78.0,France,Diego Martín Alonso López,Paulo Jorge Gomes Bento,3633,Diego Martín Alonso López,Diego Alonso,1975-04-16,242,Uruguay,5688,Paulo Jorge Gomes Bento,Paulo Bento,1969-06-20,183,Portugal,1.1.0,2,2,World Cup 2022
3869486,2022-12-10,17:00:00.000,1,0,available,available,2024-02-06T16:35:57.395966,2024-02-06T16:39:05.200810,5,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,788,Morocco,male,,154,Morocco,780,Portugal,male,,183,Portugal,11,Quarter-finals,1000838,Al Thumama Stadium,185,Qatar,1094.0,Facundo Tello Figueroa,11.0,Argentina,Hoalid Regragui,Fernando Manuel Fernandes da Costa Santos,1001086,Hoalid Regragui,,1975-09-23,154,Morocco,607,Fernando Manuel Fernandes da Costa Santos,Fernando Santos,1954-10-10,183,Portugal,1.1.0,2,2,World Cup 2022
3857260,2022-11-30,19:00:00.000,1,2,available,available,2026-05-03T16:10:45.589086,2026-05-03T16:16:42.459756,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,799,Saudi Arabia,male,C,200,Saudi Arabia,794,Mexico,male,C,147,Mexico,10,Group Stage,1001114,Lusail Stadium,185,Qatar,1.0,Michael Oliver,68.0,England,Hervé Renard,Gerardo Daniel Martino,642,Hervé Renard,,1968-09-30,78,France,163,Gerardo Daniel Martino,Gerardo Martino,1962-11-20,11,Argentina,1.1.0,2,2,World Cup 2022
3857264,2022-11-30,19:00:00.000,0,2,available,available,2026-05-03T16:11:49.934680,2026-05-03T16:16:14.789834,3,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,789,Poland,male,C,182,Poland,779,Argentina,male,C,11,Argentina,10,Group Stage,1001115,Stadium 974,185,Qatar,293.0,Danny Desmond Makkelie,160.0,Netherlands,Czesław Michniewicz,Lionel Sebastián Scaloni,5294,Czesław Michniewicz,,1970-02-12,182,Poland,5677,Lionel Sebastián Scaloni,,1978-05-16,11,Argentina,1.1.0,2,2,World Cup 2022
3857289,2022-11-26,19:00:00.000,2,0,available,available,2026-05-04T01:44:58.471722,2026-05-04T01:49:14.941205,2,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,C,11,Argentina,794,Mexico,male,C,147,Mexico,10,Group Stage,1001114,Lusail Stadium,185,Qatar,269.0,Daniele Orsato,112.0,Italy,Lionel Sebastián Scaloni,Gerardo Daniel Martino,5677,Lionel Sebastián Scaloni,,1978-05-16,11,Argentina,163,Gerardo Daniel Martino,Gerardo Martino,1962-11-20,11,Argentina,1.1.0,2,2,World Cup 2022
3869254,2022-12-06,21:00:00.000,6,1,available,available,2023-10-31T08:50:23.629502,2023-10-31T08:52:42.971689,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,780,Portugal,male,,183,Portugal,773,Switzerland,male,,221,Switzerland,33,Round of 16,1001114,Lusail Stadium,185,Qatar,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Fernando Manuel Fernandes da Costa Santos,Murat Yakin,607,Fernando Manuel Fernandes da Costa Santos,Fernando Santos,1954-10-10,183,Portugal,2832,Murat Yakin,,1974-09-15,221,Switzerland,1.1.0,2,2,World Cup 2022
3869118,2022-12-04,21:00:00.000,3,0,available,available,2023-07-15T22:01:09.812380,2023-07-15T22:01:52.119586,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,768,England,male,,68,England,787,Senegal,male,,202,Senegal,33,Round of 16,1001113,Al Bayt Stadium,185,Qatar,1834.0,Ivan Arcides Barton Cisneros,67.0,El Salvador,Gareth Southgate,Aliou Cissé,277,Gareth Southgate,,1970-09-03,68,England,635,Aliou Cissé,,1976-03-24,202,Senegal,1.1.0,2,2,World Cup 2022
3869519,2022-12-13,21:00:00.000,3,0,available,available,2023-04-19T06:53:52.197711,2023-04-26T22:32:37.808359,6,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,779,Argentina,male,,11,Argentina,785,Croatia,male,,56,Croatia,15,Semi-finals,1001114,Lusail Stadium,185,Qatar,269.0,Daniele Orsato,112.0,Italy,Lionel Sebastián Scaloni,Zlatko Dalić,5677,Lionel Sebastián Scaloni,,1978-05-16,11,Argentina,307,Zlatko Dalić,,1966-10-26,56,Croatia,1.1.0,2,2,World Cup 2022
3869354,2022-12-10,21:00:00.000,1,2,available,available,2023-03-21T07:09:52.867230,2023-04-26T22:57:33.780657,5,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,768,England,male,,68,England,771,France,male,,78,France,11,Quarter-finals,1001113,Al Bayt Stadium,185,Qatar,986.0,Wilton Pereira Sampaio,31.0,Brazil,Gareth Southgate,Didier Deschamps,277,Gareth Southgate,,1970-09-03,68,England,545,Didier Deschamps,,1968-10-15,78,France,1.1.0,2,2,World Cup 2022
3869552,2022-12-14,21:00:00.000,2,0,available,available,2024-02-06T16:36:46.784457,2024-02-06T16:45:42.775801,6,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,771,France,male,,78,France,788,Morocco,male,,154,Morocco,15,Semi-finals,1001113,Al Bayt Stadium,185,Qatar,740.0,César Arturo Ramos Palazuelos,147.0,Mexico,Didier Deschamps,Hoalid Regragui,545,Didier Deschamps,,1968-10-15,78,France,1001086,Hoalid Regragui,,1975-09-23,154,Morocco,1.1.0,2,2,World Cup 2022
3869420,2022-12-09,17:00:00.000,1,1,available,available,2023-04-19T06:28:33.041249,2023-04-26T23:04:13.569501,5,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,785,Croatia,male,,56,Croatia,781,Brazil,male,,31,Brazil,11,Quarter-finals,94425,Education City Stadium ,185,Qatar,1.0,Michael Oliver,68.0,England,Zlatko Dalić,Telê Santana da Silva,307,Zlatko Dalić,,1966-10-26,56,Croatia,4704,Telê Santana da Silva,Telê Santana,1931-07-26,31,Brazil,1.1.0,2,2,World Cup 2022
3869220,2022-12-06,17:00:00.000,0,0,available,available,2024-02-06T16:35:08.292898,2024-02-06T16:39:39.094800,4,43,International,FIFA World Cup,International - FIFA World Cup,106,2022,788,Morocco,male,,154,Morocco,772,Spain,male,,214,Spain,33,Round of 16,94425,Education City Stadium ,185,Qatar,1121.0,Fernando Andrés Rapallini,11.0,Argentina,Hoalid Regragui,Luis Enrique Martínez García,1001086,Hoalid Regragui,,1975-09-23,154,Morocco,793,Luis Enrique Martínez García,Luis Enrique,1970-05-08,214,Spain,1.1.0,2,2,World Cup 2022
